"species","decimalLongitude","decimalLatitude"
"Hydrochoerus hydrochaeris",-47.64709,-23.541611
"Hydrochoerus hydrochaeris",-50.158212,-22.762323
"Hydrochoerus hydrochaeris",-51.905042,-21.871267
"Hydrochoerus hydrochaeris",-43.172896,-22.906847
"Hydrochoerus hydrochaeris",-52.310783,-28.244053
"Hydrochoerus hydrochaeris",-57.465127,-17.625472
"Hydrochoerus hydrochaeris",-49.708828,-24.251393
"Hydrochoerus hydrochaeris",-43.96863,-19.846796
"Hydrochoerus hydrochaeris",-47.021549,-22.906715
"Hydrochoerus hydrochaeris",-56.604823,-20.094119
"Hydrochoerus hydrochaeris",-55.903634,-9.537474
"Hydrochoerus hydrochaeris",-56.95781,-19.49333
"Hydrochoerus hydrochaeris",-43.978929,-19.852124
"Hydrochoerus hydrochaeris",-56.6545,-17.2375
"Hydrochoerus hydrochaeris",-47.806335,-20.337654
"Hydrochoerus hydrochaeris",-47.887534,-20.685764
"Hydrochoerus hydrochaeris",-47.398723,-22.50411
"Hydrochoerus hydrochaeris",-51.030944,-22.421316
"Hydrochoerus hydrochaeris",-51.895453,-21.874658
"Hydrochoerus hydrochaeris",-49.833373,-21.634482
"Hydrochoerus hydrochaeris",-47.837777,-21.024385
"Hydrochoerus hydrochaeris",-51.096651,-22.383008
"Hydrochoerus hydrochaeris",-47.896753,-20.884181
"Hydrochoerus hydrochaeris",-47.578833,-23.514464
"Hydrochoerus hydrochaeris",-50.587468,-21.200791
"Hydrochoerus hydrochaeris",-49.01246,-22.330093
"Hydrochoerus hydrochaeris",-46.868808,-23.273041
"Hydrochoerus hydrochaeris",-51.910251,-21.869557
"Hydrochoerus hydrochaeris",-49.076657,-22.389469
"Hydrochoerus hydrochaeris",-46.861117,-23.297556
"Hydrochoerus hydrochaeris",-46.868357,-23.241541
"Hydrochoerus hydrochaeris",-47.397971,-22.445574
"Hydrochoerus hydrochaeris",-47.485574,-23.533111
"Hydrochoerus hydrochaeris",-47.896501,-20.885047
"Hydrochoerus hydrochaeris",-47.842695,-21.014622
"Hydrochoerus hydrochaeris",-48.216804,-22.264808
"Hydrochoerus hydrochaeris",-48.600469,-22.303817
"Hydrochoerus hydrochaeris",-47.391623,-22.27418
"Hydrochoerus hydrochaeris",-50.099025,-21.466495
"Hydrochoerus hydrochaeris",-46.870117,-23.28404
"Hydrochoerus hydrochaeris",-47.023061,-23.011576
"Hydrochoerus hydrochaeris",-46.865845,-23.29071
"Hydrochoerus hydrochaeris",-47.787307,-19.988311
"Hydrochoerus hydrochaeris",-46.954532,-23.176339
"Hydrochoerus hydrochaeris",-47.171669,-22.837512
"Hydrochoerus hydrochaeris",-46.868294,-23.272265
"Hydrochoerus hydrochaeris",-49.992663,-22.850147
"Hydrochoerus hydrochaeris",-47.746971,-21.289267
"Hydrochoerus hydrochaeris",-46.965745,-23.099766
"Hydrochoerus hydrochaeris",-47.000041,-23.199374
"Hydrochoerus hydrochaeris",-47.397328,-22.18973
"Hydrochoerus hydrochaeris",-47.824058,-22.245411
"Hydrochoerus hydrochaeris",-46.837623,-23.330091
"Hydrochoerus hydrochaeris",-50.861239,-21.213055
"Hydrochoerus hydrochaeris",-47.806715,-20.338459
"Hydrochoerus hydrochaeris",-47.733687,-21.317647
"Hydrochoerus hydrochaeris",-47.656343,-23.543878
"Hydrochoerus hydrochaeris",-47.994085,-23.025237
"Hydrochoerus hydrochaeris",-47.019639,-22.903455
"Hydrochoerus hydrochaeris",-51.170652,-22.340088
"Hydrochoerus hydrochaeris",-47.138373,-23.254776
"Hydrochoerus hydrochaeris",-47.408963,-22.13118
"Hydrochoerus hydrochaeris",-50.937579,-22.475767
"Hydrochoerus hydrochaeris",-51.162458,-22.3449
"Hydrochoerus hydrochaeris",-50.099842,-21.466027
"Hydrochoerus hydrochaeris",-50.937174,-22.476003
"Hydrochoerus hydrochaeris",-51.235779,-20.976324
"Hydrochoerus hydrochaeris",-47.300687,-22.706206
"Hydrochoerus hydrochaeris",-47.00916,-23.203905
"Hydrochoerus hydrochaeris",-50.843554,-21.21614
"Hydrochoerus hydrochaeris",-50.640029,-22.62561
"Hydrochoerus hydrochaeris",-47.754756,-21.252964
"Hydrochoerus hydrochaeris",-46.905604,-23.190185
"Hydrochoerus hydrochaeris",-46.905604,-23.190185
"Hydrochoerus hydrochaeris",-48.745398,-22.328441
"Hydrochoerus hydrochaeris",-48.263033,-22.243179
"Hydrochoerus hydrochaeris",-47.398648,-22.486078
"Hydrochoerus hydrochaeris",-51.962079,-21.859265
"Hydrochoerus hydrochaeris",-50.926617,-22.482143
"Hydrochoerus hydrochaeris",-47.31029,-22.687089
"Hydrochoerus hydrochaeris",-51.453338,-22.110614
"Hydrochoerus hydrochaeris",-50.682895,-21.212749
"Hydrochoerus hydrochaeris",-46.867844,-23.26777
"Hydrochoerus hydrochaeris",-47.955934,-23.594829
"Hydrochoerus hydrochaeris",-47.289836,-22.730482
"Hydrochoerus hydrochaeris",-47.79069,-20.110128
"Hydrochoerus hydrochaeris",-50.490105,-22.632541
"Hydrochoerus hydrochaeris",-46.870117,-23.28404
"Hydrochoerus hydrochaeris",-48.947558,-22.324996
"Hydrochoerus hydrochaeris",-51.609245,-22.014498
"Hydrochoerus hydrochaeris",-46.870117,-23.28404
"Hydrochoerus hydrochaeris",-49.863635,-21.613737
"Hydrochoerus hydrochaeris",-46.900595,-23.203076
"Hydrochoerus hydrochaeris",-50.161451,-21.432561
"Hydrochoerus hydrochaeris",-47.091575,-23.252447
"Hydrochoerus hydrochaeris",-48.961828,-22.322406
"Hydrochoerus hydrochaeris",-50.860337,-21.213366
"Hydrochoerus hydrochaeris",-47.838634,-20.467282
"Hydrochoerus hydrochaeris",-50.91687,-22.48781
"Hydrochoerus hydrochaeris",-46.865845,-23.29071
"Hydrochoerus hydrochaeris",-47.581687,-21.737879
"Hydrochoerus hydrochaeris",-47.577228,-21.742665
"Hydrochoerus hydrochaeris",-50.088061,-22.797725
"Hydrochoerus hydrochaeris",-50.161451,-21.432561
"Hydrochoerus hydrochaeris",-47.813486,-21.067179
"Hydrochoerus hydrochaeris",-51.488912,-22.086907
"Hydrochoerus hydrochaeris",-47.961957,-22.273991
"Hydrochoerus hydrochaeris",-47.000041,-23.199374
"Hydrochoerus hydrochaeris",-51.453338,-22.110614
"Hydrochoerus hydrochaeris",-46.866286,-23.259004
"Hydrochoerus hydrochaeris",-47.171669,-22.837512
"Hydrochoerus hydrochaeris",-47.398566,-22.479793
"Hydrochoerus hydrochaeris",-47.171162,-23.257288
"Hydrochoerus hydrochaeris",-50.912794,-22.49018
"Hydrochoerus hydrochaeris",-56.35025,-19.377227
"Hydrochoerus hydrochaeris",-46.865845,-23.29071
"Hydrochoerus hydrochaeris",-47.447227,-21.99186
"Hydrochoerus hydrochaeris",-51.612261,-22.012863
"Hydrochoerus hydrochaeris",-47.000041,-23.199374
"Hydrochoerus hydrochaeris",-51.363368,-22.183784
"Hydrochoerus hydrochaeris",-47.05754,-22.957397
"Hydrochoerus hydrochaeris",-47.39684,-22.192386
"Hydrochoerus hydrochaeris",-47.757613,-21.149279
"Hydrochoerus hydrochaeris",-47.391452,-22.272815
"Hydrochoerus hydrochaeris",-47.391926,-22.276407
"Hydrochoerus hydrochaeris",-47.463987,-21.942716
"Hydrochoerus hydrochaeris",-47.391878,-22.29702
"Hydrochoerus hydrochaeris",-47.488368,-21.871097
"Hydrochoerus hydrochaeris",-47.754339,-21.254737
"Hydrochoerus hydrochaeris",-47.461932,-21.948735
"Hydrochoerus hydrochaeris",-47.754339,-21.254737
"Hydrochoerus hydrochaeris",-51.823339,-21.899657
"Hydrochoerus hydrochaeris",-50.579649,-22.626944
"Hydrochoerus hydrochaeris",-50.900615,-22.49726
"Hydrochoerus hydrochaeris",-50.062386,-22.810671
"Hydrochoerus hydrochaeris",-47.391344,-22.271923
"Hydrochoerus hydrochaeris",-47.390808,-22.228875
"Hydrochoerus hydrochaeris",-47.414324,-23.229673
"Hydrochoerus hydrochaeris",-47.435456,-22.02636
"Hydrochoerus hydrochaeris",-47.390872,-22.227952
"Hydrochoerus hydrochaeris",-50.013423,-22.841447
"Hydrochoerus hydrochaeris",-50.327478,-22.676606
"Hydrochoerus hydrochaeris",-46.905604,-23.190185
"Hydrochoerus hydrochaeris",-47.88916,-20.90929
"Hydrochoerus hydrochaeris",-50.012697,-22.842046
"Hydrochoerus hydrochaeris",-47.878616,-20.942919
"Hydrochoerus hydrochaeris",-50.025072,-22.831835
"Hydrochoerus hydrochaeris",-47.859004,-20.548963
"Hydrochoerus hydrochaeris",-50.098207,-21.466964
"Hydrochoerus hydrochaeris",-47.394818,-22.203052
"Hydrochoerus hydrochaeris",-47.353136,-23.254134
"Hydrochoerus hydrochaeris",-47.398648,-22.486078
"Hydrochoerus hydrochaeris",-49.96414,-22.879414
"Hydrochoerus hydrochaeris",-47.499529,-21.809351
"Hydrochoerus hydrochaeris",-49.96414,-22.879414
"Hydrochoerus hydrochaeris",-50.507616,-22.631315
"Hydrochoerus hydrochaeris",-47.409428,-22.127614
"Hydrochoerus hydrochaeris",-46.905604,-23.190185
"Hydrochoerus hydrochaeris",-47.398723,-22.50411
"Hydrochoerus hydrochaeris",-47.884188,-20.925715
"Hydrochoerus hydrochaeris",-46.993879,-23.059965
"Hydrochoerus hydrochaeris",-46.94067,-23.171403
"Hydrochoerus hydrochaeris",-51.369452,-22.178031
"Hydrochoerus hydrochaeris",-47.072162,-22.933239
"Hydrochoerus hydrochaeris",-50.584496,-22.626599
"Hydrochoerus hydrochaeris",-51.609245,-22.014498
"Hydrochoerus hydrochaeris",-47.392918,-22.285363
"Hydrochoerus hydrochaeris",-46.988225,-23.06748
"Hydrochoerus hydrochaeris",-50.467744,-22.634081
"Hydrochoerus hydrochaeris",-47.594447,-21.703601
"Hydrochoerus hydrochaeris",-48.972664,-22.454727
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-46.999363,-23.052227
"Hydrochoerus hydrochaeris",-47.570791,-21.749483
"Hydrochoerus hydrochaeris",-47.819832,-23.064715
"Hydrochoerus hydrochaeris",-50.266786,-22.707445
"Hydrochoerus hydrochaeris",-50.91687,-22.48781
"Hydrochoerus hydrochaeris",-47.334812,-22.631635
"Hydrochoerus hydrochaeris",-50.560188,-22.628158
"Hydrochoerus hydrochaeris",-46.937361,-23.147249
"Hydrochoerus hydrochaeris",-51.483595,-22.090135
"Hydrochoerus hydrochaeris",-46.865848,-23.293358
"Hydrochoerus hydrochaeris",-54.613009,-20.495965
"Hydrochoerus hydrochaeris",-40.49486,-20.281702
"Hydrochoerus hydrochaeris",-46.362946,-23.677281
"Hydrochoerus hydrochaeris",-47.758199,-21.210957
"Hydrochoerus hydrochaeris",-50.557248,-22.628334
"Hydrochoerus hydrochaeris",-48.224322,-22.26355
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-50.788171,-22.562568
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-47.000881,-23.04984
"Hydrochoerus hydrochaeris",-47.755783,-21.268181
"Hydrochoerus hydrochaeris",-47.39205,-22.295231
"Hydrochoerus hydrochaeris",-47.053837,-22.963936
"Hydrochoerus hydrochaeris",-46.837623,-23.330091
"Hydrochoerus hydrochaeris",-50.521259,-22.630491
"Hydrochoerus hydrochaeris",-50.916035,-22.488296
"Hydrochoerus hydrochaeris",-46.999363,-23.052227
"Hydrochoerus hydrochaeris",-50.214638,-22.733811
"Hydrochoerus hydrochaeris",-47.503656,-21.803251
"Hydrochoerus hydrochaeris",-46.826472,-23.404883
"Hydrochoerus hydrochaeris",-51.041654,-22.415152
"Hydrochoerus hydrochaeris",-47.586575,-23.516622
"Hydrochoerus hydrochaeris",-47.892271,-20.710038
"Hydrochoerus hydrochaeris",-50.310293,-22.685106
"Hydrochoerus hydrochaeris",-50.325761,-22.677509
"Hydrochoerus hydrochaeris",-51.48401,-22.089884
"Hydrochoerus hydrochaeris",-47.438399,-22.017735
"Hydrochoerus hydrochaeris",-50.482348,-22.633083
"Hydrochoerus hydrochaeris",-50.785704,-22.56401
"Hydrochoerus hydrochaeris",-47.39071,-22.308669
"Hydrochoerus hydrochaeris",-49.055007,-22.372905
"Hydrochoerus hydrochaeris",-49.072187,-22.386049
"Hydrochoerus hydrochaeris",-47.608287,-21.660228
"Hydrochoerus hydrochaeris",-47.345185,-22.620564
"Hydrochoerus hydrochaeris",-51.040832,-22.415625
"Hydrochoerus hydrochaeris",-47.004413,-23.044235
"Hydrochoerus hydrochaeris",-46.946672,-23.133427
"Hydrochoerus hydrochaeris",-51.039188,-22.416571
"Hydrochoerus hydrochaeris",-50.122288,-22.78046
"Hydrochoerus hydrochaeris",-47.391452,-22.272815
"Hydrochoerus hydrochaeris",-49.297431,-25.45012
"Hydrochoerus hydrochaeris",-47.020626,-22.909068
"Hydrochoerus hydrochaeris",-47.021464,-22.903238
"Hydrochoerus hydrochaeris",-51.141173,-23.345126
"Hydrochoerus hydrochaeris",-46.054956,-23.222671
"Hydrochoerus hydrochaeris",-52.538749,-32.538853
"Hydrochoerus hydrochaeris",-51.905042,-21.871267
"Hydrochoerus hydrochaeris",-46.871194,-23.232879
"Hydrochoerus hydrochaeris",-47.389799,-22.317636
"Hydrochoerus hydrochaeris",-50.012697,-22.842046
"Hydrochoerus hydrochaeris",-47.379468,-23.239904
"Hydrochoerus hydrochaeris",-47.391452,-22.272815
"Hydrochoerus hydrochaeris",-48.91517,-22.330895
"Hydrochoerus hydrochaeris",-51.96484,-21.858893
"Hydrochoerus hydrochaeris",-51.483595,-22.090135
"Hydrochoerus hydrochaeris",-47.803304,-22.238375
"Hydrochoerus hydrochaeris",-51.609245,-22.014498
"Hydrochoerus hydrochaeris",-46.993879,-23.059965
"Hydrochoerus hydrochaeris",-50.837015,-22.534016
"Hydrochoerus hydrochaeris",-46.844134,-23.369691
"Hydrochoerus hydrochaeris",-48.184588,-22.261232
"Hydrochoerus hydrochaeris",-51.445534,-22.115406
"Hydrochoerus hydrochaeris",-47.39205,-22.295231
"Hydrochoerus hydrochaeris",-47.585993,-21.726776
"Hydrochoerus hydrochaeris",-47.977897,-22.276182
"Hydrochoerus hydrochaeris",-50.922541,-22.484513
"Hydrochoerus hydrochaeris",-51.696798,-21.965829
"Hydrochoerus hydrochaeris",-50.91687,-22.48781
"Hydrochoerus hydrochaeris",-50.013423,-22.841447
"Hydrochoerus hydrochaeris",-47.457521,-21.961685
"Hydrochoerus hydrochaeris",-51.483595,-22.090135
"Hydrochoerus hydrochaeris",-47.390872,-22.227952
"Hydrochoerus hydrochaeris",-47.398683,-22.488798
"Hydrochoerus hydrochaeris",-46.84333,-23.324619
"Hydrochoerus hydrochaeris",-47.204072,-23.530585
"Hydrochoerus hydrochaeris",-49.073677,-22.387189
"Hydrochoerus hydrochaeris",-47.425866,-22.061223
"Hydrochoerus hydrochaeris",-46.838935,-23.376921
"Hydrochoerus hydrochaeris",-50.908743,-22.492535
"Hydrochoerus hydrochaeris",-49.069952,-22.38434
"Hydrochoerus hydrochaeris",-51.485159,-22.089186
"Hydrochoerus hydrochaeris",-47.022713,-23.21866
"Hydrochoerus hydrochaeris",-49.418236,-22.686188
"Hydrochoerus hydrochaeris",-48.18552,-22.261424
"Hydrochoerus hydrochaeris",-50.17617,-22.753252
"Hydrochoerus hydrochaeris",-46.930047,-23.162184
"Hydrochoerus hydrochaeris",-47.755177,-21.251191
"Hydrochoerus hydrochaeris",-46.861117,-23.297556
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-48.186424,-22.261707
"Hydrochoerus hydrochaeris",-47.028153,-23.003608
"Hydrochoerus hydrochaeris",-47.391684,-22.274626
"Hydrochoerus hydrochaeris",-47.411344,-22.113303
"Hydrochoerus hydrochaeris",-47.457521,-21.961685
"Hydrochoerus hydrochaeris",-49.481322,-22.752144
"Hydrochoerus hydrochaeris",-50.38743,-22.646326
"Hydrochoerus hydrochaeris",-49.4145,-22.681849
"Hydrochoerus hydrochaeris",-47.391133,-22.270138
"Hydrochoerus hydrochaeris",-47.814548,-20.369051
"Hydrochoerus hydrochaeris",-48.039185,-23.025444
"Hydrochoerus hydrochaeris",-48.615349,-22.304692
"Hydrochoerus hydrochaeris",-50.633196,-22.625467
"Hydrochoerus hydrochaeris",-51.214044,-22.314549
"Hydrochoerus hydrochaeris",-51.484877,-22.089357
"Hydrochoerus hydrochaeris",-49.940521,-22.895379
"Hydrochoerus hydrochaeris",-47.000041,-23.199374
"Hydrochoerus hydrochaeris",-50.631251,-22.625426
"Hydrochoerus hydrochaeris",-47.171162,-23.257288
"Hydrochoerus hydrochaeris",-49.35776,-25.447233
"Hydrochoerus hydrochaeris",-46.867844,-23.26777
"Hydrochoerus hydrochaeris",-50.962943,-21.148322
"Hydrochoerus hydrochaeris",-49.924772,-22.90602
"Hydrochoerus hydrochaeris",-46.97972,-23.078733
"Hydrochoerus hydrochaeris",-47.27272,-22.739563
"Hydrochoerus hydrochaeris",-51.066882,-21.082768
"Hydrochoerus hydrochaeris",-47.82254,-23.056498
"Hydrochoerus hydrochaeris",-47.259345,-23.260376
"Hydrochoerus hydrochaeris",-47.259345,-23.260376
"Hydrochoerus hydrochaeris",-50.578342,-21.200008
"Hydrochoerus hydrochaeris",-50.965622,-22.45945
"Hydrochoerus hydrochaeris",-47.62586,-23.193623
"Hydrochoerus hydrochaeris",-47.317157,-22.66404
"Hydrochoerus hydrochaeris",-50.91687,-22.48781
"Hydrochoerus hydrochaeris",-47.332349,-23.252377
"Hydrochoerus hydrochaeris",-47.392725,-22.288048
"Hydrochoerus hydrochaeris",-47.391289,-22.271477
"Hydrochoerus hydrochaeris",-46.86779,-23.27052
"Hydrochoerus hydrochaeris",-47.061283,-22.950847
"Hydrochoerus hydrochaeris",-47.393475,-22.516968
"Hydrochoerus hydrochaeris",-51.44948,-22.11309
"Hydrochoerus hydrochaeris",-47.056612,-22.95903
"Hydrochoerus hydrochaeris",-50.618585,-22.625159
"Hydrochoerus hydrochaeris",-51.585003,-22.027691
"Hydrochoerus hydrochaeris",-54.580214,-20.451071
"Hydrochoerus hydrochaeris",-50.558646,-21.199565
"Hydrochoerus hydrochaeris",-47.740552,-23.113186
"Hydrochoerus hydrochaeris",-47.884188,-20.925715
"Hydrochoerus hydrochaeris",-46.872264,-23.279486
"Hydrochoerus hydrochaeris",-50.32703,-22.676842
"Hydrochoerus hydrochaeris",-47.59945,-23.204778
"Hydrochoerus hydrochaeris",-50.19937,-21.412717
"Hydrochoerus hydrochaeris",-49.486254,-21.936578
"Hydrochoerus hydrochaeris",-47.571041,-23.222605
"Hydrochoerus hydrochaeris",-51.513297,-22.070439
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-46.847278,-23.354457
"Hydrochoerus hydrochaeris",-50.664382,-21.208409
"Hydrochoerus hydrochaeris",-47.058473,-22.955735
"Hydrochoerus hydrochaeris",-47.263162,-23.263085
"Hydrochoerus hydrochaeris",-48.294019,-22.94201
"Hydrochoerus hydrochaeris",-56.304306,-19.954258
"Hydrochoerus hydrochaeris",-50.558646,-21.199565
"Hydrochoerus hydrochaeris",-48.642121,-22.712262
"Hydrochoerus hydrochaeris",-47.39205,-22.295231
"Hydrochoerus hydrochaeris",-51.905042,-21.871267
"Hydrochoerus hydrochaeris",-47.720674,-23.118491
"Hydrochoerus hydrochaeris",-46.867844,-23.26777
"Hydrochoerus hydrochaeris",-47.206211,-23.530762
"Hydrochoerus hydrochaeris",-46.989371,-23.065993
"Hydrochoerus hydrochaeris",-47.039057,-22.988078
"Hydrochoerus hydrochaeris",-47.391878,-22.29702
"Hydrochoerus hydrochaeris",-47.583672,-23.515811
"Hydrochoerus hydrochaeris",-48.184588,-22.261232
"Hydrochoerus hydrochaeris",-48.891375,-22.33521
"Hydrochoerus hydrochaeris",-47.389318,-22.32213
"Hydrochoerus hydrochaeris",-49.940521,-22.895379
"Hydrochoerus hydrochaeris",-54.558007,-20.46539
"Hydrochoerus hydrochaeris",-47.421065,-23.229703
"Hydrochoerus hydrochaeris",-48.890426,-22.335383
"Hydrochoerus hydrochaeris",-47.39161,-22.299702
"Hydrochoerus hydrochaeris",-47.897078,-20.873443
"Hydrochoerus hydrochaeris",-47.009138,-23.036091
"Hydrochoerus hydrochaeris",-48.170403,-22.262896
"Hydrochoerus hydrochaeris",-50.785704,-22.56401
"Hydrochoerus hydrochaeris",-51.483595,-22.090135
"Hydrochoerus hydrochaeris",-46.924525,-23.172008
"Hydrochoerus hydrochaeris",-47.435456,-22.02636
"Hydrochoerus hydrochaeris",-48.642879,-22.711656
"Hydrochoerus hydrochaeris",-50.15631,-22.763284
"Hydrochoerus hydrochaeris",-50.719522,-22.602272
"Hydrochoerus hydrochaeris",-47.39205,-22.295231
"Hydrochoerus hydrochaeris",-47.310205,-22.680676
"Hydrochoerus hydrochaeris",-43.974215,-19.851977
"Hydrochoerus hydrochaeris",-54.9075,-17.586389
"Hydrochoerus hydrochaeris",-54.9075,-17.586389
"Hydrochoerus hydrochaeris",-56.383125,-16.517316
"Hydrochoerus hydrochaeris",-56.698619,-16.806913
"Hydrochoerus hydrochaeris",-46.695542,-23.600777
"Hydrochoerus hydrochaeris",-56.769266,-16.678929
"Hydrochoerus hydrochaeris",-49.071733,-26.916476
"Hydrochoerus hydrochaeris",-49.489922,-21.933617
"Hydrochoerus hydrochaeris",-50.388278,-22.645886
"Hydrochoerus hydrochaeris",-51.043297,-22.414206
"Hydrochoerus hydrochaeris",-48.738083,-22.326331
"Hydrochoerus hydrochaeris",-47.366612,-23.507464
"Hydrochoerus hydrochaeris",-47.392136,-22.294337
"Hydrochoerus hydrochaeris",-51.164512,-21.021356
"Hydrochoerus hydrochaeris",-46.844134,-23.369691
"Hydrochoerus hydrochaeris",-51.043297,-22.414206
"Hydrochoerus hydrochaeris",-46.964218,-23.102108
"Hydrochoerus hydrochaeris",-46.865845,-23.29071
"Hydrochoerus hydrochaeris",-47.391805,-22.275516
"Hydrochoerus hydrochaeris",-51.380686,-22.170404
"Hydrochoerus hydrochaeris",-50.718672,-22.602762
"Hydrochoerus hydrochaeris",-47.055587,-23.242541
"Hydrochoerus hydrochaeris",-47.504877,-21.801815
"Hydrochoerus hydrochaeris",-47.104828,-22.906425
"Hydrochoerus hydrochaeris",-47.69331,-21.392476
"Hydrochoerus hydrochaeris",-50.919301,-22.486397
"Hydrochoerus hydrochaeris",-50.361665,-22.65918
"Hydrochoerus hydrochaeris",-47.968225,-22.274852
"Hydrochoerus hydrochaeris",-50.469685,-22.633968
"Hydrochoerus hydrochaeris",-50.08919,-21.472129
"Hydrochoerus hydrochaeris",-51.256638,-20.963161
"Hydrochoerus hydrochaeris",-46.865845,-23.29071
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-50.482348,-22.633083
"Hydrochoerus hydrochaeris",-50.173612,-22.754545
"Hydrochoerus hydrochaeris",-50.80631,-22.551968
"Hydrochoerus hydrochaeris",-46.865367,-23.294117
"Hydrochoerus hydrochaeris",-50.958995,-21.150887
"Hydrochoerus hydrochaeris",-50.303882,-21.35607
"Hydrochoerus hydrochaeris",-47.152453,-23.255824
"Hydrochoerus hydrochaeris",-46.985939,-23.070485
"Hydrochoerus hydrochaeris",-49.266418,-22.147392
"Hydrochoerus hydrochaeris",-46.857526,-23.312421
"Hydrochoerus hydrochaeris",-51.954691,-21.860261
"Hydrochoerus hydrochaeris",-50.71702,-22.603713
"Hydrochoerus hydrochaeris",-50.156506,-22.763185
"Hydrochoerus hydrochaeris",-51.482007,-22.0911
"Hydrochoerus hydrochaeris",-46.847781,-23.321424
"Hydrochoerus hydrochaeris",-47.570791,-21.749483
"Hydrochoerus hydrochaeris",-51.203407,-22.320811
"Hydrochoerus hydrochaeris",-47.568235,-21.751577
"Hydrochoerus hydrochaeris",-47.39161,-22.299702
"Hydrochoerus hydrochaeris",-47.211227,-22.811147
"Hydrochoerus hydrochaeris",-50.719085,-22.602524
"Hydrochoerus hydrochaeris",-51.366129,-22.181171
"Hydrochoerus hydrochaeris",-50.472623,-22.633763
"Hydrochoerus hydrochaeris",-43.211028,-22.973846
"Hydrochoerus hydrochaeris",-55.924581,-9.5766
"Hydrochoerus hydrochaeris",-56.693401,-16.431475
"Hydrochoerus hydrochaeris",-50.433537,-21.241311
"Hydrochoerus hydrochaeris",-47.441344,-22.009111
"Hydrochoerus hydrochaeris",-51.491438,-22.085373
"Hydrochoerus hydrochaeris",-46.897489,-23.206588
"Hydrochoerus hydrochaeris",-47.746313,-23.110143
"Hydrochoerus hydrochaeris",-50.962137,-21.148813
"Hydrochoerus hydrochaeris",-47.100519,-23.255185
"Hydrochoerus hydrochaeris",-47.463398,-21.944435
"Hydrochoerus hydrochaeris",-50.501018,-21.204381
"Hydrochoerus hydrochaeris",-47.518611,-23.23262
"Hydrochoerus hydrochaeris",-51.985136,-21.856154
"Hydrochoerus hydrochaeris",-48.183166,-22.261088
"Hydrochoerus hydrochaeris",-47.366993,-22.587556
"Hydrochoerus hydrochaeris",-47.729525,-23.116814
"Hydrochoerus hydrochaeris",-47.79032,-20.229196
"Hydrochoerus hydrochaeris",-47.444293,-22.000488
"Hydrochoerus hydrochaeris",-46.90528,-23.191074
"Hydrochoerus hydrochaeris",-47.746313,-23.110143
"Hydrochoerus hydrochaeris",-47.441929,-22.007391
"Hydrochoerus hydrochaeris",-47.44149,-22.008681
"Hydrochoerus hydrochaeris",-47.494562,-21.846641
"Hydrochoerus hydrochaeris",-51.483595,-22.090135
"Hydrochoerus hydrochaeris",-47.248089,-22.7621
"Hydrochoerus hydrochaeris",-47.44149,-22.008681
"Hydrochoerus hydrochaeris",-47.010469,-23.205411
"Hydrochoerus hydrochaeris",-46.902423,-23.19883
"Hydrochoerus hydrochaeris",-47.494583,-21.84481
"Hydrochoerus hydrochaeris",-51.678331,-21.976106
"Hydrochoerus hydrochaeris",-50.628687,-24.280946
"Hydrochoerus hydrochaeris",-56.588348,-21.058574
"Hydrochoerus hydrochaeris",-56.69126,-17.284221
"Hydrochoerus hydrochaeris",-56.711618,-16.512327
"Hydrochoerus hydrochaeris",-56.711641,-16.512359
"Hydrochoerus hydrochaeris",-56.711877,-16.513083
"Hydrochoerus hydrochaeris",-56.712061,-16.511806
"Hydrochoerus hydrochaeris",-48.793995,-22.587582
"Hydrochoerus hydrochaeris",-48.864229,-22.34014
"Hydrochoerus hydrochaeris",-47.000041,-23.199374
"Hydrochoerus hydrochaeris",-47.261763,-23.261846
"Hydrochoerus hydrochaeris",-47.47663,-23.531416
"Hydrochoerus hydrochaeris",-47.461932,-21.948735
"Hydrochoerus hydrochaeris",-47.441344,-22.009111
"Hydrochoerus hydrochaeris",-47.389091,-22.402429
"Hydrochoerus hydrochaeris",-50.423192,-21.25078
"Hydrochoerus hydrochaeris",-47.588536,-23.517177
"Hydrochoerus hydrochaeris",-47.438399,-22.017735
"Hydrochoerus hydrochaeris",-50.608834,-22.625161
"Hydrochoerus hydrochaeris",-50.599944,-21.201864
"Hydrochoerus hydrochaeris",-46.866451,-23.263434
"Hydrochoerus hydrochaeris",-47.392476,-22.290732
"Hydrochoerus hydrochaeris",-47.494687,-21.835764
"Hydrochoerus hydrochaeris",-47.758463,-21.236942
"Hydrochoerus hydrochaeris",-50.831047,-22.537505
"Hydrochoerus hydrochaeris",-48.589478,-22.745584
"Hydrochoerus hydrochaeris",-52.060091,-21.827758
"Hydrochoerus hydrochaeris",-50.91687,-22.48781
"Hydrochoerus hydrochaeris",-47.64709,-23.541611
"Hydrochoerus hydrochaeris",-56.77411,-17.364234
